#Network: C:/Users/Yanyan/Documents/Visual Studio 2013/Projects/StressTransGraphVis/data/facebook_899/facebook_899.txt
#Nodes: 899	Edges: 7089
#NodeId	Degree	Closeness	Betweennes	EigenVector	NetworkConstraint	ClusteringCoefficient	PageRank	HubScore	AuthorityScore
344	28.000000	0.395769	2522.101533	0.034931	0.044124	0.063492	0.001252	0.014789	0.046045
497	26.000000	0.397521	1644.272703	0.038706	0.045729	0.052308	0.000526	0.030179	0.044143
56	26.000000	0.378105	1835.285783	0.028389	0.045569	0.012308	0.001882	0.008939	0.033842
418	26.000000	0.419822	1613.401798	0.052685	0.046992	0.116923	0.000763	0.053986	0.042145
325	22.000000	0.391285	1211.306400	0.031241	0.056415	0.099567	0.001452	0.024911	0.023354
222	9.000000	0.370462	47.939978	0.022603	0.124903	0.277778	0.000877	0.012256	0.022123
505	14.000000	0.390945	441.191077	0.027829	0.085041	0.175824	0.000852	0.033732	0.010031
60	4.000000	0.317314	42.991222	0.004046	0.263272	0.000000	0.000171	0.004602	0.002987
489	3.000000	0.336078	9.093628	0.007241	0.342446	0.000000	0.000522	0.008061	0.003620
62	10.000000	0.359776	1179.454207	0.014496	0.111543	0.088889	0.000664	0.011384	0.012030
64	14.000000	0.368033	1650.700374	0.016512	0.084179	0.043956	0.000651	0.012126	0.018441
65	7.000000	0.323720	123.876405	0.004471	0.159389	0.000000	0.000217	0.000268	0.005973
453	13.000000	0.369852	2712.959998	0.019211	0.084580	0.076923	0.003187	0.026878	0.001082
521	2.000000	0.327379	68.315847	0.005324	0.532645	0.000000	0.000228	0.009546	0.000011
79	8.000000	0.344854	361.587129	0.009171	0.141809	0.035714	0.000392	0.001018	0.015427
132	22.000000	0.386736	3653.151160	0.028430	0.055090	0.069264	0.000825	0.018677	0.026439
173	37.000000	0.428640	2334.585504	0.071513	0.034747	0.097598	0.000662	0.095783	0.020899
178	9.000000	0.362975	43.716804	0.021378	0.124942	0.222222	0.000372	0.000897	0.035352
180	19.000000	0.397521	1260.741787	0.033548	0.061383	0.093567	0.001017	0.017658	0.031701
189	12.000000	0.365635	654.523303	0.016057	0.090679	0.015152	0.000448	0.003867	0.027246
196	24.000000	0.397521	2047.747389	0.034699	0.049907	0.076087	0.000348	0.036168	0.018727
225	26.000000	0.402691	2780.845150	0.033324	0.048139	0.070769	0.001030	0.030882	0.023007
232	26.000000	0.422191	1440.276479	0.057055	0.048534	0.144615	0.000329	0.051490	0.051510
247	11.000000	0.359488	261.735551	0.016660	0.102287	0.090909	0.000475	0.001128	0.028721
273	28.000000	0.398050	1542.649053	0.047416	0.045554	0.116402	0.000535	0.043157	0.043536
275	13.000000	0.373855	241.346109	0.022737	0.088404	0.153846	0.000257	0.021108	0.016132
313	11.000000	0.380186	936.874454	0.021886	0.101866	0.127273	0.000266	0.025457	0.010921
334	20.000000	0.404140	766.449954	0.041689	0.058204	0.094737	0.000336	0.027784	0.050674
337	28.000000	0.395421	3023.738347	0.034642	0.043847	0.042328	0.000856	0.031781	0.025529
352	10.000000	0.355081	3703.927563	0.013912	0.108487	0.066667	0.000834	0.005126	0.015494
367	17.000000	0.392311	646.397117	0.032095	0.068325	0.110294	0.000385	0.034486	0.010724
381	6.000000	0.363563	147.516277	0.013730	0.172444	0.000000	0.000200	0.014554	0.008317
396	12.000000	0.399822	918.558811	0.033535	0.090693	0.106061	0.000271	0.052546	0.008375
411	12.000000	0.365041	567.822634	0.017532	0.091862	0.045455	0.000398	0.004713	0.021818
413	6.000000	0.345917	65.975040	0.009526	0.175987	0.000000	0.000277	0.002027	0.015909
459	15.000000	0.385408	829.622017	0.022163	0.075214	0.085714	0.000330	0.022285	0.017659
475	7.000000	0.376678	83.676607	0.022123	0.151582	0.190476	0.000235	0.016599	0.026695
503	7.000000	0.376994	120.879115	0.018725	0.151346	0.095238	0.000200	0.027471	0.008317
506	2.000000	0.328577	75.971339	0.004716	0.520625	0.000000	0.000200	0.000410	0.008317
536	27.000000	0.407996	1512.865571	0.047052	0.046194	0.102564	0.000223	0.070074	0.014234
156	10.000000	0.366082	258.944749	0.016753	0.112594	0.133333	0.000884	0.014210	0.010848
182	18.000000	0.379223	1531.944822	0.027229	0.065989	0.084967	0.001945	0.016697	0.027043
300	24.000000	0.382942	1084.243871	0.033760	0.049562	0.057971	0.001852	0.003722	0.053149
70	15.000000	0.378743	840.205565	0.021867	0.075543	0.066667	0.000410	0.028883	0.004264
246	5.000000	0.357484	87.103638	0.012761	0.206333	0.000000	0.000199	0.022697	0.001186
435	16.000000	0.376836	4537.200369	0.020109	0.070904	0.041667	0.001653	0.018532	0.013824
448	2.000000	0.329783	2.859211	0.005620	0.510032	0.000000	0.000891	0.008061	0.000999
449	11.000000	0.374011	208.438739	0.021763	0.099905	0.109091	0.000891	0.033103	0.000999
96	19.000000	0.395944	892.458279	0.034421	0.063251	0.128655	0.000704	0.036964	0.020480
139	8.000000	0.360643	340.959664	0.014454	0.140828	0.214286	0.000436	0.018792	0.005132
220	17.000000	0.396818	859.122800	0.036116	0.068849	0.154412	0.000722	0.047300	0.008581
226	13.000000	0.381965	766.231540	0.022952	0.087173	0.115385	0.000795	0.017499	0.021130
73	37.000000	0.424787	2800.900923	0.060140	0.034115	0.073574	0.002277	0.063264	0.031687
123	28.000000	0.420412	1401.799890	0.054634	0.044335	0.103175	0.000430	0.088003	0.003283
134	39.000000	0.421201	5874.421375	0.057459	0.034765	0.090418	0.003300	0.054930	0.039790
76	3.000000	0.310404	11.912852	0.003480	0.348296	0.000000	0.000203	0.004420	0.001849
77	24.000000	0.399644	1041.074313	0.039401	0.050370	0.090580	0.000519	0.040328	0.024262
324	38.000000	0.413444	4572.162735	0.055540	0.034142	0.066856	0.002861	0.056892	0.025855
84	19.000000	0.377311	2417.858951	0.023877	0.060312	0.046784	0.002379	0.013163	0.025433
328	12.000000	0.365635	616.733851	0.018280	0.095552	0.060606	0.001048	0.020554	0.006200
357	31.000000	0.415548	2219.101033	0.057961	0.043940	0.137634	0.000966	0.070019	0.028299
491	8.000000	0.348332	262.511810	0.012668	0.133319	0.000000	0.000636	0.002694	0.016701
268	18.000000	0.390435	3092.647901	0.027654	0.062708	0.039216	0.001224	0.017451	0.020259
89	32.000000	0.406335	3902.068485	0.047763	0.038644	0.070565	0.001333	0.063817	0.009280
171	42.000000	0.427619	7074.717239	0.064382	0.032206	0.085947	0.002781	0.079936	0.016884
192	38.000000	0.411927	5564.570161	0.050174	0.035045	0.068279	0.003210	0.022918	0.050252
482	14.000000	0.362389	801.126820	0.017695	0.080085	0.054945	0.000396	0.004542	0.015565
508	4.000000	0.322557	34.438240	0.004162	0.260993	0.000000	0.000237	0.000537	0.005479
243	6.000000	0.337848	54.533807	0.008554	0.175710	0.000000	0.000664	0.003545	0.008184
533	27.000000	0.415741	2401.090644	0.045280	0.043943	0.076923	0.000517	0.076560	0.002380
202	3.000000	0.317876	22.102734	0.003808	0.362647	0.333333	0.000374	0.003302	0.003879
492	12.000000	0.367882	2243.681181	0.019518	0.096831	0.151515	0.001263	0.021866	0.006324
95	13.000000	0.355925	296.917751	0.013837	0.085097	0.012821	0.001140	0.003850	0.018429
133	21.000000	0.383269	1495.024063	0.029637	0.064217	0.152381	0.000713	0.033034	0.013936
217	31.000000	0.376047	3219.681607	0.029672	0.038648	0.015054	0.005835	0.001905	0.052760
250	26.000000	0.388240	4981.656206	0.030817	0.044154	0.030769	0.001796	0.005536	0.043106
97	25.000000	0.385408	5599.006080	0.027184	0.051275	0.083333	0.002339	0.023634	0.022789
359	17.000000	0.380347	1345.926203	0.026196	0.070865	0.088235	0.002519	0.033075	0.002618
310	22.000000	0.400535	1406.445100	0.036991	0.055229	0.099567	0.000506	0.045359	0.018984
414	12.000000	0.365041	270.360342	0.019644	0.095913	0.106061	0.000433	0.009567	0.023159
527	8.000000	0.345651	93.070370	0.012158	0.143262	0.107143	0.000328	0.003814	0.016952
110	5.000000	0.338357	175.572247	0.009064	0.222534	0.200000	0.001320	0.003729	0.012254
140	26.000000	0.388576	1602.711616	0.036200	0.046125	0.049231	0.008308	0.008284	0.052660
179	25.000000	0.426401	1926.245581	0.059857	0.048778	0.166667	0.000341	0.073016	0.036705
205	52.000000	0.440844	6930.610049	0.085801	0.027710	0.095777	0.001257	0.094132	0.033695
221	6.000000	0.350234	31.656837	0.013840	0.183659	0.333333	0.000753	0.000897	0.019022
308	3.000000	0.344457	13.909470	0.009686	0.344850	0.333333	0.000184	0.010172	0.010368
402	11.000000	0.376994	467.177250	0.023429	0.098670	0.072727	0.001467	0.015339	0.028253
429	9.000000	0.357912	157.349719	0.018597	0.120660	0.083333	0.000829	0.004721	0.028228
474	24.000000	0.373700	1226.491878	0.027865	0.047322	0.000000	0.000914	0.000381	0.057048
490	14.000000	0.379704	419.538257	0.025127	0.079561	0.098901	0.000578	0.014228	0.019369
259	9.000000	0.353265	865.565558	0.011792	0.128133	0.111111	0.000498	0.006172	0.009941
365	11.000000	0.332593	662.646047	0.007754	0.102742	0.000000	0.000815	0.001160	0.009652
542	16.000000	0.370615	735.651363	0.020592	0.070922	0.050000	0.001067	0.027404	0.006487
335	10.000000	0.346584	2169.045337	0.011150	0.111958	0.066667	0.000804	0.012333	0.001659
103	19.000000	0.366531	1697.284651	0.019656	0.063224	0.023392	0.001279	0.006271	0.020439
295	7.000000	0.337467	133.505854	0.007585	0.155723	0.047619	0.000474	0.005622	0.007017
124	52.000000	0.431731	9408.941745	0.070313	0.025917	0.052036	0.001843	0.083116	0.045457
105	14.000000	0.372460	454.068037	0.023404	0.085244	0.153846	0.001154	0.014090	0.017530
117	29.000000	0.401790	2026.856404	0.039840	0.045146	0.083744	0.001660	0.026015	0.026417
107	5.000000	0.333210	51.405145	0.006739	0.213838	0.100000	0.000651	0.007629	0.003994
315	18.000000	0.390265	436.124154	0.032898	0.066700	0.156863	0.000528	0.037719	0.012979
531	7.000000	0.328697	94.523500	0.006235	0.158397	0.047619	0.000591	0.000897	0.006867
111	9.000000	0.358197	383.373797	0.013906	0.124021	0.111111	0.000228	0.022152	0.001526
524	8.000000	0.324422	442.281995	0.005624	0.139708	0.000000	0.000627	0.000807	0.008905
129	5.000000	0.350781	37.450099	0.012053	0.216186	0.200000	0.000317	0.011473	0.010038
267	11.000000	0.372614	274.860156	0.020075	0.101419	0.145455	0.000275	0.032402	0.001068
276	27.000000	0.405601	2611.244659	0.043228	0.042920	0.054131	0.000275	0.072172	0.001068
214	8.000000	0.355925	221.528404	0.012319	0.131766	0.000000	0.000852	0.008061	0.006235
278	4.000000	0.329300	39.414850	0.005871	0.274398	0.166667	0.000386	0.005789	0.004342
469	17.000000	0.376362	810.194810	0.025864	0.068983	0.095588	0.000386	0.033642	0.005443
253	4.000000	0.337087	29.826318	0.007312	0.262172	0.166667	0.000246	0.005046	0.007278
271	9.000000	0.349552	180.675126	0.010720	0.119490	0.055556	0.000244	0.009655	0.008698
287	11.000000	0.372305	366.310386	0.019255	0.105639	0.127273	0.000772	0.007947	0.023225
309	2.000000	0.321864	5.201437	0.004095	0.509312	0.000000	0.000217	0.004509	0.003413
358	5.000000	0.321518	100.349759	0.004688	0.217221	0.000000	0.000283	0.001660	0.003900
461	13.000000	0.374011	603.968889	0.017731	0.087980	0.064103	0.000462	0.021655	0.009325
496	13.000000	0.341835	569.471848	0.008387	0.087316	0.012821	0.000620	0.000539	0.016825
274	31.000000	0.420412	3180.960149	0.053626	0.040519	0.088172	0.000513	0.078965	0.020392
400	23.000000	0.381965	1329.677226	0.030673	0.053566	0.067194	0.000405	0.035454	0.006941
128	19.000000	0.377311	4099.661612	0.021467	0.059503	0.023392	0.000433	0.032210	0.003242
159	14.000000	0.343010	2511.419832	0.008173	0.084273	0.021978	0.001387	0.000044	0.013126
483	4.000000	0.317427	46.547909	0.003539	0.264118	0.000000	0.000281	0.000651	0.003817
293	17.000000	0.376362	1021.312586	0.024044	0.068151	0.066176	0.002949	0.006411	0.030826
137	12.000000	0.364300	747.980559	0.016804	0.094760	0.121212	0.000247	0.013013	0.010482
462	12.000000	0.351743	225.035835	0.014620	0.093853	0.030303	0.000635	0.027657	0.000102
473	6.000000	0.341835	520.542775	0.009632	0.187992	0.066667	0.000902	0.009546	0.007679
546	4.000000	0.318666	28.871538	0.003789	0.270789	0.000000	0.000273	0.003867	0.003301
141	7.000000	0.368033	143.258857	0.016815	0.147965	0.000000	0.000167	0.027826	0.000000
142	2.000000	0.294330	12.076178	0.001486	0.522265	0.000000	0.000167	0.001560	0.000000
143	1.000000	0.277847	0.000000	0.000884	1.049861	0.000000	0.000167	0.000848	0.000000
433	19.000000	0.384582	2906.930712	0.028967	0.064612	0.116959	0.000712	0.034070	0.020644
144	17.000000	0.388913	713.346429	0.029213	0.068120	0.117647	0.000167	0.047076	0.000000
403	37.000000	0.422191	3082.480019	0.060405	0.034959	0.084084	0.000772	0.098924	0.005294
145	13.000000	0.369092	244.728452	0.022320	0.087918	0.115385	0.000167	0.034584	0.000000
146	1.000000	0.298637	0.000000	0.001826	1.018861	0.000000	0.000167	0.003191	0.000000
147	15.000000	0.362097	358.788363	0.019117	0.076190	0.066667	0.000167	0.027646	0.000000
148	14.000000	0.368033	687.667764	0.021431	0.079226	0.043956	0.000712	0.025449	0.005946
501	6.000000	0.329300	136.214734	0.005265	0.178880	0.000000	0.000387	0.007992	0.001584
157	7.000000	0.352019	132.644193	0.011260	0.151152	0.047619	0.000167	0.015140	0.000000
186	13.000000	0.368335	309.468252	0.022394	0.088917	0.128205	0.000222	0.019264	0.018174
355	21.000000	0.395769	2544.844774	0.031417	0.054976	0.047619	0.001785	0.025232	0.024165
270	13.000000	0.370921	1205.817929	0.019773	0.090513	0.128205	0.001134	0.016669	0.015228
348	18.000000	0.397169	951.570345	0.032552	0.061890	0.065359	0.000199	0.048636	0.007794
405	7.000000	0.354241	151.819114	0.012542	0.151279	0.000000	0.000305	0.000767	0.022446
417	5.000000	0.354241	48.761962	0.012584	0.210635	0.100000	0.000303	0.010925	0.009330
499	7.000000	0.342226	268.680504	0.010037	0.160374	0.095238	0.000359	0.000620	0.014890
444	5.000000	0.341705	80.895529	0.009417	0.215246	0.100000	0.000289	0.016178	0.001603
264	29.000000	0.387069	9524.292664	0.027951	0.040865	0.022167	0.002755	0.032889	0.019654
174	29.000000	0.407626	2768.997333	0.042379	0.044887	0.088670	0.002296	0.039891	0.028582
242	14.000000	0.343930	2371.199096	0.009373	0.079779	0.010989	0.000962	0.002320	0.011739
389	15.000000	0.375418	397.711291	0.025016	0.074103	0.057143	0.000315	0.030451	0.012875
500	21.000000	0.396994	1692.887787	0.037236	0.059633	0.142857	0.001043	0.036822	0.015089
347	6.000000	0.335575	79.226929	0.006702	0.175786	0.000000	0.000336	0.003191	0.008735
188	17.000000	0.369243	574.140827	0.024296	0.070280	0.058824	0.002300	0.002536	0.030997
258	7.000000	0.352019	163.203694	0.010790	0.157297	0.095238	0.000241	0.011596	0.005555
443	13.000000	0.340152	4522.615298	0.007349	0.085338	0.000000	0.001350	0.004509	0.009973
532	9.000000	0.360353	163.118180	0.013667	0.123858	0.111111	0.000539	0.011441	0.009402
183	28.000000	0.400535	2532.871582	0.041453	0.042361	0.058201	0.000261	0.048746	0.018546
249	12.000000	0.353126	366.039189	0.013626	0.094966	0.030303	0.000694	0.001676	0.012630
187	8.000000	0.354941	172.478006	0.014944	0.135096	0.107143	0.000552	0.008179	0.018753
382	14.000000	0.379063	2490.284102	0.021325	0.078379	0.076923	0.001074	0.027880	0.007831
319	8.000000	0.341445	91.710366	0.009125	0.134797	0.035714	0.000373	0.003807	0.012466
502	8.000000	0.355362	95.436060	0.015000	0.131479	0.035714	0.000252	0.025007	0.001929
227	65.000000	0.448104	11915.787758	0.089009	0.021991	0.053365	0.001087	0.128266	0.019697
341	12.000000	0.355222	416.231139	0.013759	0.089971	0.000000	0.000294	0.018007	0.002881
197	7.000000	0.342095	111.136871	0.010726	0.155205	0.095238	0.000310	0.000673	0.017482
454	17.000000	0.390435	1095.117849	0.029060	0.069313	0.110294	0.000248	0.043456	0.002310
211	3.000000	0.320944	28.862154	0.004845	0.367060	0.000000	0.000224	0.001749	0.004807
212	6.000000	0.344854	123.554816	0.009053	0.187734	0.066667	0.000209	0.006651	0.008707
213	4.000000	0.333953	1219.042446	0.007594	0.274457	0.166667	0.000290	0.001905	0.007553
216	9.000000	0.366531	155.957362	0.019768	0.124191	0.166667	0.000167	0.032239	0.000000
223	12.000000	0.379223	560.373764	0.022849	0.090837	0.060606	0.000191	0.036622	0.007019
224	40.000000	0.430489	5664.402632	0.065743	0.031376	0.069231	0.000443	0.106026	0.002626
229	12.000000	0.366980	251.790793	0.019086	0.093923	0.090909	0.000366	0.016240	0.015115
314	10.000000	0.348873	274.116538	0.010203	0.109201	0.022222	0.000467	0.001583	0.017242
463	15.000000	0.365189	1016.040324	0.019404	0.079472	0.095238	0.000321	0.010274	0.022893
353	22.000000	0.377152	3041.592645	0.024582	0.053032	0.030303	0.001047	0.028309	0.013127
399	11.000000	0.355644	435.490996	0.011816	0.104193	0.054545	0.000367	0.013719	0.007956
245	3.000000	0.333705	19.118152	0.006067	0.340682	0.000000	0.000167	0.006774	0.000000
255	2.000000	0.289958	1.955357	0.002038	0.522409	0.000000	0.000167	0.004723	0.000000
257	8.000000	0.348873	845.585421	0.012920	0.142113	0.142857	0.000286	0.012524	0.009481
266	6.000000	0.339765	95.668006	0.008673	0.182823	0.133333	0.000219	0.011655	0.006187
269	3.000000	0.308803	25.217038	0.003078	0.361063	0.000000	0.000185	0.002017	0.001569
468	3.000000	0.313876	14.669769	0.003785	0.350411	0.000000	0.000365	0.002063	0.004560
428	6.000000	0.322095	123.226819	0.004437	0.183200	0.000000	0.000212	0.003049	0.003714
277	22.000000	0.395073	877.682866	0.034114	0.053867	0.095238	0.000800	0.043405	0.016472
279	1.000000	0.298438	0.000000	0.002061	1.020824	0.000000	0.000167	0.003545	0.000000
281	30.000000	0.393687	4180.215037	0.033689	0.041012	0.045977	0.000950	0.039576	0.003463
327	4.000000	0.332839	28.297135	0.006888	0.260979	0.000000	0.000436	0.008061	0.002938
333	17.000000	0.379704	1387.314355	0.023197	0.067371	0.080882	0.000353	0.027100	0.014850
284	20.000000	0.374635	1206.450960	0.022228	0.057148	0.036842	0.000167	0.035891	0.000000
286	21.000000	0.404505	1491.315489	0.047627	0.059467	0.204762	0.000167	0.075575	0.000000
441	2.000000	0.306067	1.562216	0.002981	0.521396	0.000000	0.000174	0.001692	0.003103
330	12.000000	0.380508	406.033610	0.024930	0.091732	0.106061	0.000229	0.030309	0.015724
336	7.000000	0.344325	136.346351	0.008445	0.160830	0.095238	0.000282	0.005269	0.009504
383	8.000000	0.349280	173.138209	0.010246	0.132117	0.000000	0.000418	0.002251	0.009200
415	10.000000	0.356349	587.697288	0.011743	0.110524	0.044444	0.000510	0.016260	0.006178
298	9.000000	0.350507	606.131293	0.010662	0.122205	0.055556	0.000238	0.012994	0.000093
306	3.000000	0.334451	9.828318	0.007869	0.345850	0.000000	0.000167	0.012165	0.000000
427	12.000000	0.369852	750.198996	0.016845	0.090383	0.015152	0.000352	0.026442	0.005311
320	16.000000	0.372305	539.652960	0.021286	0.071054	0.066667	0.000212	0.032665	0.002238
368	13.000000	0.363122	800.306416	0.014242	0.088072	0.089744	0.000458	0.016303	0.008611
538	28.000000	0.403414	2922.712032	0.036258	0.043297	0.050265	0.000512	0.049027	0.002845
551	3.000000	0.329662	5.916110	0.006284	0.343368	0.000000	0.000515	0.001634	0.009396
326	37.000000	0.413063	4646.502578	0.060032	0.033889	0.061562	0.000324	0.094057	0.001313
331	25.000000	0.402871	1298.724709	0.041985	0.048463	0.093333	0.000167	0.060296	0.000000
460	8.000000	0.357200	83.912941	0.014442	0.133746	0.071429	0.000180	0.019389	0.004353
476	16.000000	0.365784	375.225792	0.021882	0.072458	0.058333	0.000361	0.008625	0.026610
380	23.000000	0.392140	1414.555747	0.029892	0.051598	0.059289	0.000293	0.042861	0.002865
507	6.000000	0.350781	82.061840	0.011973	0.178587	0.133333	0.000210	0.020011	0.001305
342	24.000000	0.403596	1118.116054	0.047329	0.049193	0.072464	0.000167	0.086064	0.000000
343	7.000000	0.350097	216.675703	0.011699	0.153586	0.095238	0.000167	0.018254	0.000000
345	35.000000	0.414972	2881.621817	0.052229	0.036458	0.072269	0.000176	0.072732	0.001373
350	11.000000	0.384582	339.751270	0.025064	0.101107	0.163636	0.000277	0.036969	0.001396
470	3.000000	0.324188	37.907341	0.004558	0.346595	0.000000	0.000248	0.006908	0.001162
424	6.000000	0.327977	63.919146	0.006590	0.182554	0.000000	0.000275	0.004203	0.007473
519	22.000000	0.397873	1629.722805	0.037991	0.052885	0.077922	0.000306	0.064308	0.009133
393	5.000000	0.331365	53.490258	0.005896	0.211112	0.000000	0.000383	0.006378	0.002444
371	12.000000	0.374479	178.531454	0.024254	0.096251	0.212121	0.000189	0.026773	0.010385
375	7.000000	0.347389	109.234052	0.011346	0.154594	0.095238	0.000283	0.012771	0.009143
534	5.000000	0.338357	34.781490	0.008842	0.211546	0.100000	0.000207	0.005353	0.005495
379	15.000000	0.370157	776.945457	0.019744	0.074706	0.038095	0.000167	0.028625	0.000000
388	37.000000	0.424185	4769.818774	0.056657	0.035153	0.067568	0.000312	0.082213	0.005804
484	6.000000	0.337087	36.182140	0.009280	0.173617	0.000000	0.000196	0.009118	0.009121
486	7.000000	0.362535	63.601617	0.016773	0.152399	0.142857	0.000193	0.021766	0.004832
515	4.000000	0.309229	24.637149	0.003600	0.274476	0.000000	0.000205	0.000503	0.006381
397	8.000000	0.351468	543.731967	0.010724	0.133783	0.000000	0.000225	0.020760	0.001367
420	10.000000	0.346718	639.390409	0.011252	0.109685	0.044444	0.000354	0.015043	0.002854
539	11.000000	0.373855	567.986325	0.019206	0.096102	0.000000	0.000243	0.031819	0.002292
408	4.000000	0.345385	55.230650	0.009402	0.255785	0.000000	0.000167	0.018644	0.000000
412	15.000000	0.382616	969.699874	0.023907	0.077079	0.095238	0.000167	0.040325	0.000000
416	2.000000	0.282924	1794.000000	0.001076	0.508876	0.000000	0.000309	0.001189	0.000000
423	7.000000	0.338868	302.647323	0.007584	0.154132	0.000000	0.000186	0.010095	0.002898
431	9.000000	0.365189	186.357622	0.016354	0.119834	0.083333	0.000176	0.023046	0.001530
432	8.000000	0.360787	196.368200	0.015581	0.134537	0.107143	0.000190	0.025393	0.000289
436	15.000000	0.371228	986.201956	0.017803	0.078232	0.066667	0.000195	0.028392	0.000515
438	2.000000	0.314426	4.225696	0.003690	0.510416	0.000000	0.000167	0.007087	0.000000
446	12.000000	0.373855	1220.562204	0.021260	0.089374	0.015152	0.000180	0.036071	0.000513
517	2.000000	0.292603	7.027099	0.001554	0.526902	0.000000	0.000181	0.002166	0.001481
466	5.000000	0.322905	98.243140	0.003974	0.221617	0.100000	0.000200	0.003923	0.002547
455	3.000000	0.319914	1800.472452	0.004066	0.341277	0.000000	0.000317	0.005789	0.001596
457	3.000000	0.274702	10.373449	0.001057	0.384691	0.000000	0.000276	0.000315	0.001640
504	5.000000	0.332839	112.947427	0.006342	0.208893	0.000000	0.000228	0.006486	0.003189
510	10.000000	0.370462	201.366772	0.019982	0.110680	0.155556	0.000228	0.028750	0.003189
465	22.000000	0.379063	876.560584	0.027452	0.052621	0.047619	0.000167	0.045593	0.000000
467	9.000000	0.341185	137.592372	0.009491	0.118719	0.000000	0.000167	0.012213	0.000000
511	11.000000	0.365486	220.206414	0.019305	0.100356	0.072727	0.000210	0.023164	0.013346
472	9.000000	0.363269	197.931505	0.015543	0.121095	0.138889	0.000167	0.021644	0.000000
477	2.000000	0.314756	3.824828	0.003233	0.513309	0.000000	0.000167	0.003610	0.000000
478	4.000000	0.318779	55.979123	0.003157	0.263409	0.000000	0.000182	0.001978	0.003239
479	5.000000	0.331733	427.885889	0.005973	0.224120	0.000000	0.000222	0.008247	0.003625
480	3.000000	0.318892	37.454379	0.004182	0.372964	0.333333	0.000195	0.005007	0.002386
495	3.000000	0.308697	17.806638	0.002678	0.350695	0.000000	0.000445	0.001041	0.001937
493	3.000000	0.278709	21.917536	0.000818	0.378905	0.000000	0.000215	0.000494	0.000796
509	8.000000	0.365784	239.630653	0.016655	0.139275	0.250000	0.000174	0.025761	0.002005
513	11.000000	0.354241	1965.140707	0.014760	0.098071	0.036364	0.000341	0.022224	0.001614
514	23.000000	0.403233	1816.892008	0.034586	0.048895	0.031621	0.000167	0.053234	0.000000
520	3.000000	0.319459	23.273023	0.003790	0.348777	0.000000	0.000167	0.004124	0.000000
535	12.000000	0.363416	766.458668	0.017414	0.094037	0.075758	0.000167	0.029710	0.000000
537	11.000000	0.341445	860.386125	0.008728	0.100363	0.000000	0.000167	0.012495	0.000000
541	4.000000	0.301241	1806.107773	0.002366	0.265085	0.000000	0.000330	0.000132	0.003567
544	5.000000	0.334202	64.834011	0.007774	0.213639	0.100000	0.000173	0.012915	0.002189
548	8.000000	0.356774	268.122230	0.012851	0.131697	0.000000	0.000187	0.018609	0.000269
550	2.000000	0.309976	286.243314	0.003226	0.565441	0.000000	0.000238	0.006867	0.000017
552	3.000000	0.298935	15.506360	0.002191	0.355316	0.000000	0.000167	0.003431	0.000000
553	11.000000	0.359200	159.462201	0.017153	0.101652	0.109091	0.000167	0.028188	0.000000
554	1.000000	0.282568	0.000000	0.001028	1.032222	0.000000	0.000167	0.000142	0.000000
555	26.000000	0.416512	2604.514740	0.054074	0.046257	0.123077	0.000167	0.094387	0.000000
556	2.000000	0.301849	7.925293	0.001876	0.523520	0.000000	0.000167	0.003451	0.000000
557	1.000000	0.287728	0.000000	0.001447	1.021728	0.000000	0.000167	0.002461	0.000000
558	5.000000	0.358054	28.118291	0.014061	0.205020	0.000000	0.000167	0.025984	0.000000
559	5.000000	0.348602	32.781980	0.012105	0.211411	0.200000	0.000167	0.020188	0.000000
560	9.000000	0.367280	96.007438	0.018890	0.120633	0.138889	0.000167	0.029888	0.000000
561	9.000000	0.369395	305.105553	0.020162	0.124455	0.138889	0.000167	0.036647	0.000000
562	11.000000	0.365041	611.603116	0.016106	0.098875	0.036364	0.000167	0.033427	0.000000
563	2.000000	0.288932	5.900513	0.001423	0.534288	0.000000	0.000167	0.002260	0.000000
564	20.000000	0.373700	1272.978668	0.021027	0.059037	0.057895	0.000167	0.029598	0.000000
565	21.000000	0.413063	1705.203572	0.046381	0.056502	0.128571	0.000167	0.076961	0.000000
566	12.000000	0.383761	309.009235	0.028841	0.092655	0.136364	0.000167	0.046731	0.000000
567	10.000000	0.387236	263.870785	0.027446	0.107616	0.133333	0.000167	0.052026	0.000000
568	42.000000	0.416899	2778.079140	0.061844	0.032752	0.069686	0.000167	0.099427	0.000000
569	34.000000	0.414016	3677.988872	0.049557	0.036904	0.053476	0.000167	0.090964	0.000000
570	23.000000	0.384912	1508.111734	0.027350	0.050726	0.031621	0.000167	0.046555	0.000000
571	20.000000	0.380993	1169.814197	0.024924	0.057399	0.036842	0.000167	0.028131	0.000000
572	10.000000	0.370768	304.161707	0.019302	0.110304	0.088889	0.000167	0.031253	0.000000
573	1.000000	0.220585	0.000000	0.000033	1.250000	0.000000	0.000167	0.000000	0.000000
574	8.000000	0.370309	152.834093	0.018030	0.139836	0.250000	0.000167	0.027684	0.000000
575	3.000000	0.309229	46.285807	0.003082	0.351209	0.000000	0.000167	0.005647	0.000000
576	2.000000	0.256425	3.018459	0.000342	0.593750	0.000000	0.000167	0.000349	0.000000
577	2.000000	0.306276	5.593537	0.002004	0.520678	0.000000	0.000167	0.002460	0.000000
578	3.000000	0.332839	56.198771	0.006381	0.367253	0.000000	0.000167	0.011050	0.000000
